gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,prop.sig.genes,stressor
LOC111112216,GO:0019003,GDP binding,12,3,0.67,0.02586,Molecular Functions,0.25,ALL
LOC111112319,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111112319,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111112585,GO:0003730,mRNA 3'-UTR binding,18,4,1,0.01556,Molecular Functions,0.222222222222222,ALL
LOC111112585,GO:0008143,poly(A) binding,6,3,0.33,0.00302,Molecular Functions,0.5,ALL
LOC111112585,GO:0008266,poly(U) RNA binding,3,2,0.17,0.00893,Molecular Functions,0.666666666666667,ALL
LOC111112605,GO:0005178,integrin binding,25,4,1.39,0.04736,Molecular Functions,0.16,ALL
LOC111112605,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111112625,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111112733,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111112811,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111112987,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111113166,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111113166,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111113272,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111113317,GO:0003774,motor activity,110,18,6.12,0.00994,Molecular Functions,0.163636363636364,ALL
LOC111113317,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111113447,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111113447,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",31,6,1.72,0.00648,Molecular Functions,0.193548387096774,ALL
LOC111113447,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111113447,GO:0045505,dynein intermediate chain binding,63,8,3.5,0.0229,Molecular Functions,0.126984126984127,ALL
LOC111113447,GO:0051959,dynein light intermediate chain binding,37,8,2.06,0.00081,Molecular Functions,0.216216216216216,ALL
LOC111113970,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111114114,GO:0005178,integrin binding,25,4,1.39,0.04736,Molecular Functions,0.16,ALL
LOC111114229,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114229,GO:0048027,mRNA 5'-UTR binding,5,2,0.28,0.02761,Molecular Functions,0.4,ALL
LOC111114521,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114521,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111114521,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111114596,GO:0010181,FMN binding,14,5,0.78,0.00069,Molecular Functions,0.357142857142857,ALL
LOC111114626,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111114765,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114766,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111114778,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111114778,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111114794,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114829,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111114904,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114904,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111114909,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114919,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114920,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114922,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111114927,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111115186,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111115225,GO:0005178,integrin binding,25,4,1.39,0.04736,Molecular Functions,0.16,ALL
LOC111115500,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111115500,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111115508,GO:0003777,microtubule motor activity,76,12,4.23,0.02437,Molecular Functions,0.157894736842105,ALL
LOC111115508,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111115508,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111116158,GO:0005178,integrin binding,25,4,1.39,0.04736,Molecular Functions,0.16,ALL
LOC111116587,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111116587,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111116857,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111116971,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111116971,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111116981,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117039,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,26,5,1.45,0.01305,Molecular Functions,0.192307692307692,ALL
LOC111117357,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117358,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117607,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111117736,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117740,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117740,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111117740,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111117742,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117742,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111117742,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111117745,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117745,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111117745,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111117748,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117748,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111117748,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111117751,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111117751,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111117762,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111117762,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111117803,GO:0003712,transcription coregulator activity,181,18,10.07,0.04403,Molecular Functions,0.0994475138121547,ALL
LOC111117809,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117812,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111117970,GO:0004713,protein tyrosine kinase activity,90,10,5,0.01005,Molecular Functions,0.111111111111111,ALL
LOC111117970,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111117972,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111117983,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111118011,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111118011,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111118026,GO:0003774,motor activity,110,18,6.12,0.00994,Molecular Functions,0.163636363636364,ALL
LOC111118026,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111118045,GO:0045505,dynein intermediate chain binding,63,8,3.5,0.0229,Molecular Functions,0.126984126984127,ALL
LOC111118045,GO:0051959,dynein light intermediate chain binding,37,8,2.06,0.00081,Molecular Functions,0.216216216216216,ALL
LOC111118056,GO:0051537,"2 iron, 2 sulfur cluster binding",28,5,1.56,0.01779,Molecular Functions,0.178571428571429,ALL
LOC111118071,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111118083,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111118106,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111118152,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",23,6,1.28,0.0013,Molecular Functions,0.260869565217391,ALL
LOC111118247,GO:0008379,thioredoxin peroxidase activity,6,2,0.33,0.0399,Molecular Functions,0.333333333333333,ALL
LOC111118348,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111118435,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111118435,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111118490,GO:0046403,polynucleotide 3'-phosphatase activity,3,2,0.17,0.00893,Molecular Functions,0.666666666666667,ALL
LOC111118490,GO:0046404,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity,3,2,0.17,0.00893,Molecular Functions,0.666666666666667,ALL
LOC111118710,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111118776,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111118786,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111118809,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111118850,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111118933,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111118943,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111118963,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111118963,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111119087,GO:0003712,transcription coregulator activity,181,18,10.07,0.04403,Molecular Functions,0.0994475138121547,ALL
LOC111119087,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119145,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119159,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111119195,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111119206,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119220,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111119220,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111119225,GO:0030374,nuclear receptor transcription coactivator activity,12,3,0.67,0.02586,Molecular Functions,0.25,ALL
LOC111119327,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119372,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111119375,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111119382,GO:0003682,chromatin binding,141,15,7.84,0.00997,Molecular Functions,0.106382978723404,ALL
LOC111119397,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119459,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111119459,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111119636,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119637,GO:0003712,transcription coregulator activity,181,18,10.07,0.04403,Molecular Functions,0.0994475138121547,ALL
LOC111119669,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111119669,GO:0031267,small GTPase binding,75,9,4.17,0.02292,Molecular Functions,0.12,ALL
LOC111119762,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119776,GO:0030374,nuclear receptor transcription coactivator activity,12,3,0.67,0.02586,Molecular Functions,0.25,ALL
LOC111119848,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111119907,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111119989,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111119998,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111119998,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111120248,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111120248,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111120350,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111120385,GO:0004713,protein tyrosine kinase activity,90,10,5,0.01005,Molecular Functions,0.111111111111111,ALL
LOC111120385,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111120473,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111120507,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111120530,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111120557,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111120557,GO:0048027,mRNA 5'-UTR binding,5,2,0.28,0.02761,Molecular Functions,0.4,ALL
LOC111120557,GO:0070181,small ribosomal subunit rRNA binding,5,2,0.28,0.02761,Molecular Functions,0.4,ALL
LOC111120563,GO:0045504,dynein heavy chain binding,15,3,0.83,0.04727,Molecular Functions,0.2,ALL
LOC111120585,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111120585,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",31,6,1.72,0.00648,Molecular Functions,0.193548387096774,ALL
LOC111120585,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111120585,GO:0045505,dynein intermediate chain binding,63,8,3.5,0.0229,Molecular Functions,0.126984126984127,ALL
LOC111120585,GO:0051959,dynein light intermediate chain binding,37,8,2.06,0.00081,Molecular Functions,0.216216216216216,ALL
LOC111120607,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111120645,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111120645,GO:0051959,dynein light intermediate chain binding,37,8,2.06,0.00081,Molecular Functions,0.216216216216216,ALL
LOC111120648,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111120649,GO:0051082,unfolded protein binding,66,16,3.67,4.6e-07,Molecular Functions,0.242424242424242,ALL
LOC111120662,GO:0043022,ribosome binding,24,4,1.33,0.04154,Molecular Functions,0.166666666666667,ALL
LOC111120662,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111120699,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111120699,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111120863,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111120863,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111120878,GO:0042393,histone binding,71,9,3.95,0.0106,Molecular Functions,0.126760563380282,ALL
LOC111120891,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111120897,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111120994,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111120994,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111121024,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111121134,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111121134,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111121140,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111121205,GO:0051537,"2 iron, 2 sulfur cluster binding",28,5,1.56,0.01779,Molecular Functions,0.178571428571429,ALL
LOC111121303,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111121303,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111121311,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111121312,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111121400,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111121491,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111121532,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111121532,GO:0051082,unfolded protein binding,66,16,3.67,4.6e-07,Molecular Functions,0.242424242424242,ALL
LOC111121630,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111121745,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111121773,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111121848,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111121913,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111121913,GO:0030234,enzyme regulator activity,566,33,31.47,0.04921,Molecular Functions,0.0583038869257951,ALL
LOC111122162,GO:0003682,chromatin binding,141,15,7.84,0.00997,Molecular Functions,0.106382978723404,ALL
LOC111122219,GO:0003712,transcription coregulator activity,181,18,10.07,0.04403,Molecular Functions,0.0994475138121547,ALL
LOC111122308,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111122308,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111122539,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111122539,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111122703,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111122805,GO:0003777,microtubule motor activity,76,12,4.23,0.02437,Molecular Functions,0.157894736842105,ALL
LOC111122805,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111122805,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111122823,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111123127,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111123130,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111123294,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111123434,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111123434,GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",31,6,1.72,0.00648,Molecular Functions,0.193548387096774,ALL
LOC111123434,GO:0045505,dynein intermediate chain binding,63,8,3.5,0.0229,Molecular Functions,0.126984126984127,ALL
LOC111123434,GO:0051959,dynein light intermediate chain binding,37,8,2.06,0.00081,Molecular Functions,0.216216216216216,ALL
LOC111123806,GO:0003730,mRNA 3'-UTR binding,18,4,1,0.01556,Molecular Functions,0.222222222222222,ALL
LOC111123867,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111124011,GO:0005509,calcium ion binding,846,66,47.05,0.0034,Molecular Functions,0.0780141843971631,ALL
LOC111124011,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111124252,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111124504,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111124508,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111124508,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111124510,GO:0008270,zinc ion binding,2113,143,117.5,0.00703,Molecular Functions,0.0676762896355892,ALL
LOC111124510,GO:0030371,translation repressor activity,233,47,12.96,1.4e-14,Molecular Functions,0.201716738197425,ALL
LOC111124510,GO:0061630,ubiquitin protein ligase activity,601,77,33.42,9.7e-12,Molecular Functions,0.128119800332779,ALL
LOC111124531,GO:0003743,translation initiation factor activity,48,10,2.67,0.00026,Molecular Functions,0.208333333333333,ALL
LOC111124560,GO:0003729,mRNA binding,160,29,8.9,1.8e-06,Molecular Functions,0.18125,ALL
LOC111124603,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,26,5,1.45,0.01305,Molecular Functions,0.192307692307692,ALL
LOC111124603,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111124621,GO:0003774,motor activity,110,18,6.12,0.00994,Molecular Functions,0.163636363636364,ALL
LOC111124621,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111124621,GO:0051015,actin filament binding,117,20,6.51,6.6e-06,Molecular Functions,0.170940170940171,ALL
LOC111124650,GO:0031267,small GTPase binding,75,9,4.17,0.02292,Molecular Functions,0.12,ALL
LOC111124673,GO:0003743,translation initiation factor activity,48,10,2.67,0.00026,Molecular Functions,0.208333333333333,ALL
LOC111124673,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111124673,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111124684,GO:0003777,microtubule motor activity,76,12,4.23,0.02437,Molecular Functions,0.157894736842105,ALL
LOC111124684,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111124684,GO:0008017,microtubule binding,158,21,8.79,0.00066,Molecular Functions,0.132911392405063,ALL
LOC111124684,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111124746,GO:0003924,GTPase activity,294,33,16.35,1e-04,Molecular Functions,0.112244897959184,ALL
LOC111124746,GO:0005525,GTP binding,407,33,22.63,0.01956,Molecular Functions,0.0810810810810811,ALL
LOC111124874,GO:0003723,RNA binding,833,102,46.32,3.1e-05,Molecular Functions,0.122448979591837,ALL
LOC111124874,GO:0003735,structural constituent of ribosome,174,29,9.68,1.1e-07,Molecular Functions,0.166666666666667,ALL
LOC111124903,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111124903,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111124903,GO:0051082,unfolded protein binding,66,16,3.67,4.6e-07,Molecular Functions,0.242424242424242,ALL
LOC111124927,GO:0005524,ATP binding,1286,102,71.51,0.00016,Molecular Functions,0.0793157076205288,ALL
LOC111124927,GO:0016887,ATPase activity,359,43,19.96,0.00054,Molecular Functions,0.119777158774373,ALL
LOC111124955,GO:0031625,ubiquitin protein ligase binding,35,5,1.95,0.04279,Molecular Functions,0.142857142857143,ALL
