snp,dCA,dSE,dCASE,block,dCASE_o,dCA_o,dSE_o,add,syn
NC_035784.1_47542035,0.00962629787877997,0.0325174680868711,0.0535784182519037,B10,0.0535784182519037,0.00962629787877997,0.0325174680868711,0.0421437659656511,0.0114346522862526
NC_035784.1_50312527,0.0105743824560646,0.0819265275787015,0.0727568419384276,B10,0.0727568419384276,0.0105743824560646,0.0819265275787015,0.0925009100347661,-0.0197440680963384
NC_035784.1_51132693,0.0394694415660697,0.0750285711901619,0.117531930162356,B10,0.117531930162356,0.0394694415660697,0.0750285711901619,0.114498012756232,0.00303391740612419
NC_035784.1_51251986,0.0694324194324194,0.0201124380585996,0.116360186182432,B10,0.116360186182432,0.0694324194324194,0.0201124380585996,0.089544857491019,0.0268153286914133
NC_035784.1_5214193,-0.0192989738772003,0.0205533306809866,0.123141912995884,B10,0.123141912995884,-0.0192989738772003,0.0205533306809866,0.00125435680378638,0.121887556192097
NC_035784.1_54644340,0.0274418146065656,0.0617417426591913,0.078763951501097,B10,0.078763951501097,0.0274418146065656,0.0617417426591913,0.0891835572657569,-0.0104196057646599
NC_035784.1_57126695,-0.00191524546052684,0.025250626566416,0.0770589668615984,B10,0.0770589668615984,-0.00191524546052684,0.025250626566416,0.0233353811058892,0.0537235857557092
NC_035784.1_57670560,0.0046894757867104,0.0268730968749086,0.0659344696495402,B10,0.0659344696495402,0.0046894757867104,0.0268730968749086,0.031562572661619,0.0343718969879212
NC_035784.1_57670582,0.0133433382295003,0.0319352334322043,0.0612253749141704,B10,0.0612253749141704,0.0133433382295003,0.0319352334322043,0.0452785716617045,0.0159468032524659
NC_035784.1_58870097,0.015621548600272,0.0651064034275713,0.103975525806512,B10,0.103975525806512,0.015621548600272,0.0651064034275713,0.0807279520278433,0.0232475737786684
NC_035784.1_59366878,-0.00109368036911441,0.0779296431876258,0.0777014054571664,B10,0.0777014054571664,-0.00109368036911441,0.0779296431876258,0.0768359628185114,0.000865442638655026
NC_035784.1_59406514,0.00199234337314615,0.0247497782448166,0.0645228004237607,B10,0.0645228004237607,0.00199234337314615,0.0247497782448166,0.0267421216179627,0.037780678805798
NC_035784.1_60369530,-0.0110500317925004,0.0880300564386619,0.115935883897289,B10,0.115935883897289,-0.0110500317925004,0.0880300564386619,0.0769800246461615,0.0389558592511277
NC_035784.1_64746394,0.0708492682728298,0.0779308818627218,0.204464279116055,B10,0.204464279116055,0.0708492682728298,0.0779308818627218,0.148780150135552,0.0556841289805037
NC_035784.1_67597216,0.0121584829704963,0.0709220774116022,0.0958657637890699,B10,0.0958657637890699,0.0121584829704963,0.0709220774116022,0.0830805603820985,0.0127852034069714
NC_035784.1_67774048,0.0184622851289518,0.0237017237017237,-0.177701757873116,B10,0.177701757873116,-0.0184622851289518,-0.0237017237017237,-0.0421640088306755,0.219865766703792
NC_035784.1_73021812,0.0111555754746475,0.0762099731592047,0.118544468100922,B10,0.118544468100922,0.0111555754746475,0.0762099731592047,0.0873655486338522,0.0311789194670697
NC_035784.1_75557360,0.0451443641356296,0.0855523323035851,0.1055338740424,B10,0.1055338740424,0.0451443641356296,0.0855523323035851,0.130696696439215,-0.0251628223968149
NC_035784.1_85044627,0.0123273823136493,0.0245948363255088,0.102949817085778,B10,0.102949817085778,0.0123273823136493,0.0245948363255088,0.0369222186391581,0.0660275984466204
NC_035784.1_85683253,-0.0200956901405094,0.0683962941425628,0.120100776223261,B10,0.120100776223261,-0.0200956901405094,0.0683962941425628,0.0483006040020534,0.0718001722212073
NC_035784.1_85683267,-0.00242533936651583,0.0674621052782612,0.130429368036206,B10,0.130429368036206,-0.00242533936651583,0.0674621052782612,0.0650367659117453,0.0653926021244603
NC_035784.1_85683487,0.0231113101683858,0.0244453577975253,0.0856956115117174,B10,0.0856956115117174,0.0231113101683858,0.0244453577975253,0.0475566679659111,0.0381389435458063
NC_035784.1_97707772,0.0341115188745728,0.0781299508227318,0.0996131991143035,B10,0.0996131991143035,0.0341115188745728,0.0781299508227318,0.112241469697305,-0.0126282705830011
NC_035785.1_10010486,-0.0089389214805419,-0.0289714890135231,-0.106067678331409,B10,0.106067678331409,0.0089389214805419,0.0289714890135231,0.037910410494065,0.0681572678373441
NC_035785.1_27377258,0.0211310660627888,0.0330300788125427,0.0999133509426579,B10,0.0999133509426579,0.0211310660627888,0.0330300788125427,0.0541611448753315,0.0457522060673264
NC_035785.1_32467020,0.0146637250123043,0.0318291700241741,0.0643002691838464,B10,0.0643002691838464,0.0146637250123043,0.0318291700241741,0.0464928950364783,0.017807374147368
NC_035785.1_32467576,0.000607529794249606,0.0595573077715935,0.102862236433743,B10,0.102862236433743,0.000607529794249606,0.0595573077715935,0.0601648375658431,0.0426973988678995
NC_035785.1_32656577,0.0247265502346803,0.0528548142160089,0.101467763533127,B10,0.101467763533127,0.0247265502346803,0.0528548142160089,0.0775813644506892,0.0238863990824375
NC_035785.1_43781913,-0.00718652077875379,0.027400199352882,0.131085555728617,B10,0.131085555728617,-0.00718652077875379,0.027400199352882,0.0202136785741282,0.110871877154489
NC_035785.1_47264541,-0.0706571985519354,-0.164965446318605,-0.214122069968419,B10,0.214122069968419,0.0706571985519354,0.164965446318605,0.235622644870541,-0.021500574902122
NC_035785.1_50782269,0.0284579297467616,0.071363031233999,0.127385942915085,B10,0.127385942915085,0.0284579297467616,0.071363031233999,0.0998209609807606,0.0275649819343244
NC_035786.1_321502,-0.154017857142857,-0.233983262108262,-0.275639025895173,B10,0.275639025895173,0.154017857142857,0.233983262108262,0.388001119251119,-0.112362093355946
NC_035786.1_34026807,0.00706989607029752,0.0302247493452755,0.0572350593391813,B10,0.0572350593391813,0.00706989607029752,0.0302247493452755,0.037294645415573,0.0199404139236083
NC_035786.1_42684987,0.00513454967325593,0.0801239771989205,0.117021575082872,B10,0.117021575082872,0.00513454967325593,0.0801239771989205,0.0852585268721764,0.0317630482106959
NC_035786.1_45780244,0.0285617943472001,0.0586011109121183,0.113195297497624,B10,0.113195297497624,0.0285617943472001,0.0586011109121183,0.0871629052593185,0.0260323922383054
NC_035786.1_46332838,0.0118243243243243,0.0485465240748889,0.130578928945586,B10,0.130578928945586,0.0118243243243243,0.0485465240748889,0.0603708483992133,0.070208080546373
NC_035786.1_47606842,0.013148921269941,0.0546356428468256,0.118631911870883,B10,0.118631911870883,0.013148921269941,0.0546356428468256,0.0677845641167666,0.0508473477541164
NC_035786.1_49214217,0.00412386196020038,0.0495397307125696,0.102191924507126,B10,0.102191924507126,0.00412386196020038,0.0495397307125696,0.05366359267277,0.0485283318343558
NC_035786.1_50737761,-0.0353435816581264,0.0239596411383135,0.133502674998876,B10,0.133502674998876,-0.0353435816581264,0.0239596411383135,-0.0113839405198129,0.144886615518689
NC_035786.1_50766697,-0.00231746858896416,0.0556915439917836,0.0733612456571099,B10,0.0733612456571099,-0.00231746858896416,0.0556915439917836,0.0533740754028195,0.0199871702542904
NC_035786.1_50767988,0.0334048251651248,0.0299989282601957,0.102106497239241,B10,0.102106497239241,0.0334048251651248,0.0299989282601957,0.0634037534253205,0.0387027438139201
NC_035786.1_50768096,0.00861607559304694,0.0581768163800526,0.144985625837485,B10,0.144985625837485,0.00861607559304694,0.0581768163800526,0.0667928919730995,0.0781927338643853
NC_035786.1_5271789,0.0172012218403971,0.0694782476468347,0.086252299061409,B10,0.086252299061409,0.0172012218403971,0.0694782476468347,0.0866794694872318,-0.000427170425822812
NC_035786.1_52752498,0.0276570613414394,0.0950440567507873,0.102892196508554,B10,0.102892196508554,0.0276570613414394,0.0950440567507873,0.122701118092227,-0.0198089215836731
NC_035786.1_53703323,-0.076813101937233,-0.13881768008257,-0.14569332437276,B10,0.14569332437276,0.076813101937233,0.13881768008257,0.215630782019803,-0.0699374576470427
NC_035786.1_7469102,0.159221442156213,0.0669278860609817,0.186588952019332,B10,0.186588952019332,0.159221442156213,0.0669278860609817,0.226149328217195,-0.0395603761978632
NC_035787.1_18340801,0.00626248176666968,0.0173008083562136,0.0955093734046669,B10,0.0955093734046669,0.00626248176666968,0.0173008083562136,0.0235632901228833,0.0719460832817837
NC_035787.1_22052204,0.00103148383702761,0.0482996392439117,0.0621239690266971,B10,0.0621239690266971,0.00103148383702761,0.0482996392439117,0.0493311230809393,0.0127928459457577
NC_035787.1_22052261,-0.00421369982111231,0.0667356181260363,0.0722583790892861,B10,0.0722583790892861,-0.00421369982111231,0.0667356181260363,0.062521918304924,0.00973646078436216
NC_035787.1_25082850,0.0313562453806356,0.0582898131003814,0.111217948717949,B10,0.111217948717949,0.0313562453806356,0.0582898131003814,0.089646058481017,0.0215718902369317
NC_035787.1_28912063,0.0297671045985798,0.0783245103155996,0.0857940069023458,B10,0.0857940069023458,0.0297671045985798,0.0783245103155996,0.108091614914179,-0.0222976080118336
NC_035787.1_37822162,0.0784493284493285,0.08125,0.183922286863463,B10,0.183922286863463,0.0784493284493285,0.08125,0.159699328449328,0.0242229584141349
NC_035787.1_41046958,0.00579944537724979,0.0219629323997929,0.0490079745115763,B10,0.0490079745115763,0.00579944537724979,0.0219629323997929,0.0277623777770427,0.0212455967345336
NC_035787.1_42720687,-0.0111444111444111,0.0313906878562051,0.0946031090784656,B10,0.0946031090784656,-0.0111444111444111,0.0313906878562051,0.0202462767117939,0.0743568323666717
NC_035787.1_45253651,0.0206157565331028,0.016152797563709,0.0707204523871191,B10,0.0707204523871191,0.0206157565331028,0.016152797563709,0.0367685540968118,0.0339518982903073
NC_035787.1_46095759,0.0193928521176305,0.0240196078431373,0.082856210906021,B10,0.082856210906021,0.0193928521176305,0.0240196078431373,0.0434124599607678,0.0394437509452532
NC_035787.1_46122753,0.0182147287410445,0.0705105425254679,0.144243827339278,B10,0.144243827339278,0.0182147287410445,0.0705105425254679,0.0887252712665124,0.0555185560727654
NC_035787.1_52765616,-0.00307296711406301,0.0643591301486038,0.113706905844382,B10,0.113706905844382,-0.00307296711406301,0.0643591301486038,0.0612861630345408,0.0524207428098415
NC_035787.1_54276937,0.00715134538663951,0.0354192465242493,0.100502802555658,B10,0.100502802555658,0.00715134538663951,0.0354192465242493,0.0425705919108888,0.0579322106447697
NC_035787.1_56521126,0.0152908123417082,0.0327854348562211,0.10132218832192,B10,0.10132218832192,0.0152908123417082,0.0327854348562211,0.0480762471979293,0.0532459411239905
NC_035787.1_61597495,0.0319803499151325,0.051716936702138,0.0925827012783535,B10,0.0925827012783535,0.0319803499151325,0.051716936702138,0.0836972866172705,0.00888541466108299
NC_035787.1_656856,0.0355716597372231,0.0470495078985627,0.124857344512608,B10,0.124857344512608,0.0355716597372231,0.0470495078985627,0.0826211676357858,0.0422361768768224
NC_035787.1_67807658,0.00288149621700012,0.075,0.0962245696400626,B10,0.0962245696400626,0.00288149621700012,0.075,0.0778814962170001,0.0183430734230625
NC_035787.1_72491641,0.0235389690095832,0.06663901303289,0.109571018950414,B10,0.109571018950414,0.0235389690095832,0.06663901303289,0.0901779820424732,0.0193930369079411
NC_035787.1_74018162,0.0827626256558132,0.107538877620014,0.172822633398748,B10,0.172822633398748,0.0827626256558132,0.107538877620014,0.190301503275827,-0.017478869877079
NC_035787.1_75073501,-0.00914288491431583,0.0460750325913398,0.0782577358428752,B10,0.0782577358428752,-0.00914288491431583,0.0460750325913398,0.036932147677024,0.0413255881658512
NC_035787.1_8231115,0.0271545502962053,0.0680072358240657,0.135579951761943,B10,0.135579951761943,0.0271545502962053,0.0680072358240657,0.0951617861202709,0.0404181656416723
NC_035788.1_1888430,-0.039276945960681,-0.0529418413599044,-0.109446781444525,B10,0.109446781444525,0.039276945960681,0.0529418413599044,0.0922187873205853,0.0172279941239397
NC_035788.1_40539445,0.0243400390459214,0.0385466323408511,0.121394618453442,B10,0.121394618453442,0.0243400390459214,0.0385466323408511,0.0628866713867725,0.0585079470666695
NC_035788.1_56583977,0.0127970513032433,0.0499128103639452,0.0663315204585294,B10,0.0663315204585294,0.0127970513032433,0.0499128103639452,0.0627098616671884,0.00362165879134095
NC_035788.1_57313579,0.0107940821256039,0.0626496958857095,0.0737137207968248,B10,0.0737137207968248,0.0107940821256039,0.0626496958857095,0.0734437780113133,0.000269942785511498
NC_035788.1_60476941,-0.00477760196905766,0.0265733844422784,0.083601416043581,B10,0.083601416043581,-0.00477760196905766,0.0265733844422784,0.0217957824732207,0.0618056335703603
NC_035788.1_67181883,0.0355306732572009,0.0277052327296584,0.0860749984376914,B10,0.0860749984376914,0.0355306732572009,0.0277052327296584,0.0632359059868593,0.0228390924508321
NC_035788.1_68248352,0.0120254892080289,0.0441851479433179,0.129362118097832,B10,0.129362118097832,0.0120254892080289,0.0441851479433179,0.0562106371513468,0.0731514809464848
NC_035788.1_71602348,0.0272128218578647,0.0476459171063374,0.09480707698099,B10,0.09480707698099,0.0272128218578647,0.0476459171063374,0.0748587389642021,0.0199483380167879
NC_035788.1_74079696,0.0666138204018971,0.101453504177381,0.173679936667891,B10,0.173679936667891,0.0666138204018971,0.101453504177381,0.168067324579278,0.005612612088613
NC_035788.1_74079753,0.0605561276765635,0.0770284655324583,0.159770563586279,B10,0.159770563586279,0.0605561276765635,0.0770284655324583,0.137584593209022,0.0221859703772569
NC_035788.1_75916689,0.0362928224039335,0.0423229548229548,0.124137107143643,B10,0.124137107143643,0.0362928224039335,0.0423229548229548,0.0786157772268883,0.0455213299167548
NC_035788.1_78350212,0.0358108017945166,0.0454621137392351,0.129995601769795,B10,0.129995601769795,0.0358108017945166,0.0454621137392351,0.0812729155337517,0.0487226862360436
NC_035788.1_78459722,0.0155910558036756,0.0197832052543207,0.112703731281542,B10,0.112703731281542,0.0155910558036756,0.0197832052543207,0.0353742610579963,0.0773294702235459
NC_035788.1_85726285,0.0144231550550111,0.0586020462734649,0.104688808305161,B10,0.104688808305161,0.0144231550550111,0.0586020462734649,0.0730252013284761,0.0316636069766845
NC_035789.1_9121469,0.00290326687224679,0.0557240215447085,0.0767716341992095,B10,0.0767716341992095,0.00290326687224679,0.0557240215447085,0.0586272884169553,0.0181443457822542
NC_035781.1_13294973,0.0351984652954562,0.0240624861314517,0.130111865028425,B11,0.130111865028425,0.0351984652954562,0.0240624861314517,0.0592609514269079,0.0708509136015168
NC_035781.1_2194267,0.0176706334601072,0.00478044387944277,0.162048050773096,B11,0.162048050773096,0.0176706334601072,0.00478044387944277,0.0224510773395499,0.139596973433546
NC_035781.1_4873046,0.0370707852518998,0.0370420657647872,0.0867871766703286,B11,0.0867871766703286,0.0370707852518998,0.0370420657647872,0.074112851016687,0.0126743256536416
NC_035782.1_32517164,0.0284170890833825,-0.00538428137212332,0.110193534017722,B11,0.110193534017722,0.0284170890833825,-0.00538428137212332,0.0230328077112592,0.087160726306463
NC_035782.1_3390667,-0.00755195122030032,-0.00232878360493563,0.0422227352322069,B11,0.0422227352322069,-0.00755195122030032,-0.00232878360493563,-0.00988073482523595,0.0521034700574429
NC_035782.1_38679062,0.0345285501535502,0.0297558836455113,0.0620453590237175,B11,0.0620453590237175,0.0345285501535502,0.0297558836455113,0.0642844337990615,-0.00223907477534392
NC_035782.1_45453332,0.0556105994911671,0.0327800285336764,0.0514577030853511,B11,0.0514577030853511,0.0556105994911671,0.0327800285336764,0.0883906280248435,-0.0369329249394925
NC_035782.1_45453335,0.0554385449320794,0.0350746380056725,0.0542197935640559,B11,0.0542197935640559,0.0554385449320794,0.0350746380056725,0.0905131829377519,-0.0362933893736961
NC_035783.1_27526759,0.0412730544309492,0.0312187812187812,0.0598583304062756,B11,0.0598583304062756,0.0412730544309492,0.0312187812187812,0.0724918356497304,-0.0126335052434548
NC_035784.1_1548481,0.028018034596982,0.0347554058844381,0.113819185200764,B11,0.113819185200764,0.028018034596982,0.0347554058844381,0.0627734404814201,0.0510457447193441
NC_035784.1_19827441,-0.000211541244975896,0.0224776577835089,0.0877092207052892,B11,0.0877092207052892,-0.000211541244975896,0.0224776577835089,0.022266116538533,0.0654431041667562
NC_035784.1_24938058,0.0341459494823074,0.0253812636165577,0.0600430273480889,B11,0.0600430273480889,0.0341459494823074,0.0253812636165577,0.0595272130988652,0.000515814249223749
NC_035784.1_2789575,0.0256901120888235,0.0135057523400741,0.0605057763159625,B11,0.0605057763159625,0.0256901120888235,0.0135057523400741,0.0391958644288976,0.021309911887065
NC_035784.1_62266059,0.0220548083045242,0.0025197328476017,0.0318410275502606,B11,0.0318410275502606,0.0220548083045242,0.0025197328476017,0.0245745411521259,0.00726648639813476
NC_035785.1_14471572,0.0107935853720521,0.00253796188755538,0.0648473193889206,B11,0.0648473193889206,0.0107935853720521,0.00253796188755538,0.0133315472596075,0.0515157721293131
NC_035785.1_30482030,0.0390789390789391,0.147788714439568,0.175345281432238,B11,0.175345281432238,0.0390789390789391,0.147788714439568,0.186867653518507,-0.0115223720862694
NC_035787.1_6500246,-0.0132002571122531,0.0186067540149896,0.040981919122585,B11,0.040981919122585,-0.0132002571122531,0.0186067540149896,0.00540649690273649,0.0355754222198485
NC_035780.1_11061754,0.0539325158872583,0.030132528761561,0.0988603099405022,B12,0.0988603099405022,0.0539325158872583,0.030132528761561,0.0840650446488193,0.0147952652916829
NC_035780.1_11323428,0.0189892995161238,0.0216599096324469,0.0494619098752787,B12,0.0494619098752787,0.0189892995161238,0.0216599096324469,0.0406492091485707,0.00881270072670801
NC_035780.1_23167913,0.0432624596792513,0.0299069561364643,0.127235291279632,B12,0.127235291279632,0.0432624596792513,0.0299069561364643,0.0731694158157156,0.0540658754639168
NC_035780.1_47493464,0.0691548415196133,0.0453626307362818,0.181601768649265,B12,0.181601768649265,0.0691548415196133,0.0453626307362818,0.114517472255895,0.0670842963933703
NC_035780.1_61554597,0.0803176789110293,0.0770659748522951,0.0704069018122518,B12,0.0704069018122518,0.0803176789110293,0.0770659748522951,0.157383653763324,-0.0869767519510727
NC_035781.1_16049812,0.026962676962677,0.0441354068303891,0.107250628371318,B12,0.107250628371318,0.026962676962677,0.0441354068303891,0.0710980837930661,0.036152544578252
NC_035781.1_2138236,0.0515984654731458,0.0504054174018221,0.14198615451151,B12,0.14198615451151,0.0515984654731458,0.0504054174018221,0.102003882874968,0.0399822716365416
NC_035781.1_2532975,0.0693924326946398,0.0552803854274443,0.175599881862559,B12,0.175599881862559,0.0693924326946398,0.0552803854274443,0.124672818122084,0.0509270637404753
NC_035781.1_30951624,0.0526174262808572,0.0349072148338016,0.103656995031896,B12,0.103656995031896,0.0526174262808572,0.0349072148338016,0.0875246411146588,0.016132353917237
NC_035781.1_52769443,0.0140357020000983,0.016823021676547,0.0509379208895512,B12,0.0509379208895512,0.0140357020000983,0.016823021676547,0.0308587236766453,0.0200791972129059
NC_035781.1_52936264,0.0607169253510717,0.0760683760683761,0.0962183484504913,B12,0.0962183484504913,0.0607169253510717,0.0760683760683761,0.136785301419448,-0.0405669529689565
NC_035781.1_8802953,0.0247241467190214,0.0296107916850951,0.163269591462316,B12,0.163269591462316,0.0247241467190214,0.0296107916850951,0.0543349384041165,0.108934653058199
NC_035781.1_8803358,-0.219071306838147,-0.192754154447703,-0.332739234676472,B12,0.332739234676472,0.219071306838147,0.192754154447703,0.41182546128585,-0.0790862266093786
NC_035782.1_25032840,0.0453007518796992,0.0558982895939418,0.110752334917542,B12,0.110752334917542,0.0453007518796992,0.0558982895939418,0.101199041473641,0.00955329344390145
NC_035782.1_73457398,0.0173330958823694,0.102923669467787,0.146059156135422,B12,0.146059156135422,0.0173330958823694,0.102923669467787,0.120256765350157,0.0258023907852659
NC_035783.1_15204429,0.00929033251231527,0.0295895989974937,0.129436936936937,B12,0.129436936936937,0.00929033251231527,0.0295895989974937,0.038879931509809,0.0905570054271279
NC_035783.1_19229375,0.065602447738933,0.00082309894766764,0.0776677020233453,B12,0.0776677020233453,0.065602447738933,0.00082309894766764,0.0664255466866007,0.0112421553367446
NC_035783.1_22934282,0.0102696902399246,-0.0117198846953596,0.0928192593431239,B12,0.0928192593431239,0.0102696902399246,-0.0117198846953596,-0.00145019445543496,0.0942694537985589
NC_035783.1_24749408,0.0236053783614759,0.0159574468085106,0.106725305586687,B12,0.106725305586687,0.0236053783614759,0.0159574468085106,0.0395628251699866,0.0671624804167006
NC_035783.1_30276412,0.0248129063918538,0.0327478306301395,0.121976494359499,B12,0.121976494359499,0.0248129063918538,0.0327478306301395,0.0575607370219932,0.064415757337506
NC_035783.1_30790551,0.0636134085280424,0.0465966066792014,0.076810107115207,B12,0.076810107115207,0.0636134085280424,0.0465966066792014,0.110210015207244,-0.0333999080920367
NC_035784.1_33738701,0.0207430657393451,0.0311609072845957,0.0946136313060132,B12,0.0946136313060132,0.0207430657393451,0.0311609072845957,0.0519039730239409,0.0427096582820723
NC_035784.1_51673004,0.0478056386592972,-0.0236124140087555,0.125380798660928,B12,0.125380798660928,0.0478056386592972,-0.0236124140087555,0.0241932246505417,0.101187574010386
NC_035784.1_57514539,0.0605555555555556,0.0593177655677656,0.132270580296896,B12,0.132270580296896,0.0605555555555556,0.0593177655677656,0.119873321123321,0.012397259173575
NC_035784.1_58067207,0.0444178153717627,0.0255851591648805,0.0707868317319537,B12,0.0707868317319537,0.0444178153717627,0.0255851591648805,0.0700029745366433,0.000783857195310433
NC_035784.1_84942527,0.0387859689330278,0.0577277532634675,0.104229298404995,B12,0.104229298404995,0.0387859689330278,0.0577277532634675,0.0965137221964953,0.00771557620849969
NC_035785.1_43695691,0.0494977518194039,0.038023088023088,0.118977506156736,B12,0.118977506156736,0.0494977518194039,0.038023088023088,0.0875208398424919,0.0314566663142444
NC_035786.1_37005973,0.0562551187551188,0.0662545787545788,0.143097864145658,B12,0.143097864145658,0.0562551187551188,0.0662545787545788,0.122509697509698,0.0205881666359607
NC_035787.1_14532660,0.00935060097904135,0.00349201396112151,0.0487933998174015,B12,0.0487933998174015,0.00935060097904135,0.00349201396112151,0.0128426149401629,0.0359507848772387
NC_035787.1_53041572,0.025147067101795,0.0274714652058684,0.0814444559363692,B12,0.0814444559363692,0.025147067101795,0.0274714652058684,0.0526185323076634,0.0288259236287058
NC_035788.1_101130913,0.4626026272578,0.277272366121087,0.312358002285407,B12,0.312358002285407,0.4626026272578,0.277272366121087,0.739874993378887,-0.42751699109348
NC_035788.1_16028129,-0.0325929152148664,0.0253234649122807,0.168380492213571,B12,0.168380492213571,-0.0325929152148664,0.0253234649122807,-0.00726945030258572,0.175649942516156
NC_035788.1_35386255,0.0515310858782033,0.0502880674076326,0.0723209858290504,B12,0.0723209858290504,0.0515310858782033,0.0502880674076326,0.101819153285836,-0.0294981674567855
NC_035788.1_40763322,0.0940403511832083,0.0405182990875162,0.152510661946159,B12,0.152510661946159,0.0940403511832083,0.0405182990875162,0.134558650270725,0.0179520116754347
NC_035789.1_1516214,0.0418838318179089,0.06055426671794,0.122402984535337,B12,0.122402984535337,0.0418838318179089,0.06055426671794,0.102438098535849,0.0199648859994886
NC_035789.1_31012392,0.0286730581624948,0.032093253968254,0.0613034231654108,B12,0.0613034231654108,0.0286730581624948,0.032093253968254,0.0607663121307488,0.000537111034662072
