snp,dCA,dCA_l,dSE,dSE_l,dCASE,dCASE_l,dCON,dCON_l,block,o,CASE_eff,CA_eff,SE_eff,dCON_o,I,S3,I_l
NC_035781.1_29915692,0.028583015827777,0.793061263969804,-0.00423073572729821,-0.190095060939159,0.0734950325560555,1.45083006082478,-0.00587186097382006,-0.27426773213907,B10,1,0.0793668935298755,0.0344548768015971,0.00164112524652185,-0.00587186097382006,0.0432708914817566,0.0491427524555767,0.573596125655062
NC_035781.1_30154434,0.0383854962464832,0.157496280049725,-0.0511622818091535,-0.218119122069381,-0.145592127325956,-0.667109171215337,-0.0554543528772705,-0.23700726164627,B10,-1,0.090137774448685,-0.0938398491237538,-0.00429207106811702,0.0554543528772705,0.188269694640556,0.132815341763285,0.843493590841952
NC_035781.1_30190245,-0.00484042533660856,-0.0341611403147157,0.101113331852839,0.590007387425163,0.13482423490488,0.753438035007107,0.0598375935602316,0.371692878718147,B10,1,0.0749866413446485,-0.0646780188968401,0.0412757382926073,0.0598375935602316,0.0983889219488814,0.0385513283886498,0.569284666614807
NC_035781.1_30489645,-0.00616341307519284,-0.173281872852919,0.044845821819506,0.798479879520699,0.0843209803164037,1.22423398138152,-0.00542181430878584,-0.150896943484348,B10,1,0.0897427946251895,-0.00074159876640701,0.0502676361282919,-0.00542181430878584,0.0402167572633046,0.0456385715720905,0.448139031229396
NC_035781.1_30627634,-0.0497943824896588,-0.271820986044656,-0.0414401631002708,-0.223412755148428,-0.131238553113553,-0.839692903456825,-0.000419546073816335,-0.00214273599353998,B10,-1,0.130819007039737,0.0493748364158425,0.0410206170264545,0.000419546073816335,0.0404235535974398,0.0400040075236235,0.346601898257281
NC_035781.1_30627691,0.0358108231637643,0.233239367433525,0.103661928043855,0.605207689052872,0.151334382325874,0.832750950017426,0.0211318516230907,0.141663092422507,B10,1,0.130202530702783,0.0146789715406737,0.0825300764207641,0.0211318516230907,0.0329934827413454,0.0118616311182548,0.135966985953535
NC_035781.1_30627702,-0.107844918976223,-0.497786916136933,-0.134234977186762,-0.636959629632366,-0.259282962166103,-1.51958421375541,-0.0901526807906261,-0.409341191371214,B10,-1,0.169130281375476,0.0176922381855968,0.0440822963961359,0.0901526807906261,0.107355746793744,0.0172030660031177,0.794178859357321
NC_035781.1_30691281,0.0186925647451963,0.735485475598165,0.0692249932145829,1.65753903758084,0.106321110509205,2.05388866108009,-0.0178571428571429,-2.89942159341608,B10,1,0.124178253366348,0.0365497076023392,0.0870821360717258,-0.0178571428571429,0.000546409692282555,0.0184035525494254,-3.238557445515
NC_035781.1_30772268,-0.107426939420377,-0.622644152097949,-0.0298956176673568,-0.153522320980622,-0.167777411799151,-1.12279534800276,-0.0638352120236178,-0.343514399271048,B10,-1,0.103942199775533,0.0435917273967588,-0.033939594356261,0.0638352120236178,0.0942900667350353,0.0304548547114175,0.690143274195241
NC_035781.1_30788466,0.0362105238134858,1.17830322836914,0.0423613948024106,1.29419568366464,0.106960996143174,2.10160777143229,0.0112793555650699,0.520299994592919,B10,1,0.0956816405781044,0.0249311682484159,0.0310820392373408,0.0112793555650699,0.0396684330923477,0.0283890775272779,0.14940885399142
NC_035781.1_30788482,0.041133069828722,1.44989972816836,0.0447816894935196,1.51860612987817,0.106803248431155,2.31292768124369,0.00821378340365682,0.488334473023825,B10,1,0.0985894650274986,0.0329192864250652,0.0365679060898628,0.00821378340365682,0.0291022725125706,0.0208884891089138,-0.167243703779018
NC_035781.1_31008135,-0.0538870257662954,-0.37435373889963,-0.0242289997227272,-0.157206061317345,-0.0836016885936371,-0.631328493904962,0.00440807169009838,0.0270529622861977,B10,-1,0.0880097602837355,0.0582950974563938,0.0286370714128256,-0.00440807169009838,0.00107759141451612,0.0054856631046145,0.0727157314017899
NC_035781.1_31008139,-0.00547866904193478,-0.024514077027845,-0.0505489324442648,-0.234784136074433,-0.146818914034261,-0.766306400990108,0.0136447892380046,0.0602433728694822,B10,-1,0.160463703272265,0.0191234582799394,0.0641937216822694,-0.0136447892380046,0.0771465233100564,0.090791312548061,0.446764815018348
NC_035781.1_31008159,-0.034931320317952,-0.147435252019758,-0.0858333515218978,-0.373535214190199,-0.182528904806293,-0.868832930375599,-0.0493559992804462,-0.20993335580676,B10,-1,0.133172905525847,-0.0144246789624941,0.0364773522414517,0.0493559992804462,0.111120232246889,0.061764232966443,0.557795819972402
NC_035781.1_31085735,0.0174200532633884,0.109681766558342,0.085084566762819,0.481816331643841,0.175526315789474,0.899706018647319,-0.053075404025047,-0.392098889410166,B10,1,0.228601719814521,0.0704954572884354,0.138159970787866,-0.053075404025047,0.0199462917382193,0.0730216957632663,-0.0838909689650291
NC_035781.1_31089476,0.0318512381478413,1.33445624470009,0.0160613397901534,0.870443052133708,0.121171928916494,2.54481567507127,0.0108225108225108,0.657640492103036,B10,1,0.110349418093983,0.0210287273253305,0.00523882896764253,0.0108225108225108,0.0840818618010103,0.0732593509784995,0.997556870340508
NC_035781.1_31254759,0.0905921052631579,0.61031908708866,0.127784552845528,0.809397919180089,0.145377422049748,0.89734801838628,-0.00493506493506496,-0.0416088047607672,B10,1,0.150312486984813,0.0955271701982229,0.132719617780593,-0.00493506493506496,-0.0779343009940033,-0.0729992360589383,-0.563977792643237
NC_035781.1_31392425,0.0489956490905258,0.70096181910578,-0.0049473423392984,-0.101748372574174,0.15157566447889,1.51464621087148,0.0871502000534259,1.06017667761878,B10,1,0.0644254644254644,-0.0381545509629001,-0.0920975423927243,0.0871502000534259,0.194677557781089,0.107527357727663,1.97560944195865
NC_035781.1_31398869,0.00991970991970992,0.0762922704683655,0.000111812306934272,0.000882913291925247,0.159340836811767,0.935481583419508,0.128919537252871,0.788481103926493,B10,1,0.0304212995588965,-0.118999827333161,-0.128807724945936,0.128919537252871,0.278228851837993,0.149309314585123,1.64678750358571
NC_035781.1_3196715,-0.0528957528957529,-0.867410978025394,-0.0389178927384907,-0.567441805073491,-0.0889487870619946,-2.81130323442047,-0.0535714285714286,-0.884202417322655,B10,-1,0.035377358490566,-0.000675675675675683,-0.0146535358329378,0.0535714285714286,0.0507065699991795,-0.00286485857224902,2.26065286864424
NC_035781.1_3257955,-0.0847150556128885,-0.39750539508285,-0.100415923945336,-0.479053464765654,-0.151706766492974,-0.772461272607562,-0.0475050666866524,-0.215407725480981,B10,-1,0.104201699806322,0.0372099889262361,0.0529108572586833,0.0475050666866524,0.0140808536214022,-0.0334242130652502,0.11131013824004
NC_035781.1_33075163,0.0513654207202595,0.576704868532852,0.073848864258347,0.766069966330957,0.149588477366255,1.26975256006699,0.0153694581280788,0.202285189266028,B10,1,0.134219019238176,0.0359959625921806,0.0584794061302682,0.0153694581280788,0.0397436505157275,0.0243741923876487,0.129262914469212
NC_035781.1_33629056,0.043923908900324,0.355308823507689,0.0684709611699407,0.521912763916879,0.0970210568504131,0.696414922527585,0.00907424769196712,0.0812057460524958,B10,1,0.087946809158446,0.0348496612083569,0.0593967134779735,0.00907424769196712,-0.00629956552788441,-0.0153738132198515,-0.0996009188444871
NC_035781.1_33651182,0.0698668460504902,0.485930582051701,0.0436232846455928,0.320692414631536,0.0918341140414402,0.613011037810144,-0.019986408654018,-0.175160018183835,B10,1,0.111820522695458,0.0898532547045082,0.0636096932996108,-0.019986408654018,-0.0416424253086609,-0.0216560166546429,-0.368771977056928
NC_035781.1_33677329,-0.101527339305117,-0.556584431180873,-0.109464933496224,-0.60829714193062,-0.152987002677405,-0.927883990276041,-0.0400818666947699,-0.201387790360782,B10,-1,0.112905135982635,0.0614454726103472,0.0693830668014545,0.0400818666947699,-0.0179234034291665,-0.0580052701239364,-0.0356097924746697
NC_035781.1_33681601,0.0497580299901911,0.693682490434783,0.108862715393465,1.20749879388337,0.210472436737606,1.81834399023789,0.0586188382453238,0.784420295228804,B10,1,0.151853598492282,-0.00886080825513266,0.050243877148141,0.0586188382453238,0.110470529599274,0.0518516913539501,0.70158300114854
NC_035781.1_33964112,-0.0488955488955489,-0.19584461486769,-0.114097487509466,-0.467724222979515,-0.143324122743009,-0.59486683455708,-0.150533524446568,-0.626983723692944,B10,1,0.00720940170355899,0.101637975551019,0.0364360369371022,-0.150533524446568,-0.130864610784562,0.0196689136620057,-0.558281720402817
NC_035781.1_35184655,0.074619735958424,0.317872845491882,0.213065843621399,0.875727535446917,-0.298376353665863,-1.23143755134689,0.0748580649902335,0.318853644572783,B10,-1,0.373234418656097,0.000238329031809426,-0.138207778631166,-0.0748580649902335,0.511203868255453,0.586061933245687,2.10618428771291
NC_035781.1_35580716,0.0363449307893752,0.854252747758472,0.00546626290861092,0.179393728157402,0.0675063791960824,1.27904148027776,-0.0226337448559671,-1.56348270901417,B10,1,0.0901401240520495,0.0589786756453423,0.028100007764578,-0.0226337448559671,0.00306144064212917,0.0256951854980962,-1.31808770465228
NC_035781.1_35582348,0.020126950264001,0.674658239029373,0.0360522139242861,1.01333814664994,0.0856432259874154,1.68642675512686,0.018435910189621,0.631732668943766,B10,1,0.0672073157977944,0.00169104007437999,0.0176163037346651,0.018435910189621,0.0478999719887493,0.0294640617991283,0.630163038391315
NC_035781.1_35582349,0.0116491117093654,0.359529762145634,0.0299817039221079,0.758565642750415,0.074271114700548,1.37394487775373,0.0126623200931204,0.38579525110638,B10,1,0.0616087946074276,-0.00101320838375495,0.0173193838289875,0.0126623200931204,0.0453026191621951,0.0326402990690747,0.641644723964062
NC_035781.1_3570793,0.0454793981878583,1.18375615418792,0.0500768049155146,1.25507663668992,0.16999789162977,2.37744056258148,0.0510704871122806,1.26993373557975,B10,1,0.11892740451749,-0.00559108892442226,-0.000993682196765988,0.0510704871122806,0.125512175638678,0.0744416885263972,1.20854150728339
NC_035781.1_36409147,-0.103691328671588,-0.566438688697918,-0.12788679044182,-0.72945546326256,-0.206231382646561,-1.44000314907036,-0.151601938522284,-0.908352969731448,B10,-1,0.054629444124277,-0.0479106098506963,-0.0237151480804649,0.151601938522284,0.126255202055438,-0.0253467364668464,1.05246196684133
NC_035781.1_3667502,0.0484830097067074,0.337403190275675,0.0921927064050351,0.591759562302659,0.0998267306406841,0.632817224488141,0.0255746545645822,0.187141706006344,B10,1,0.074252076076102,0.0229083551421252,0.066618051840453,0.0255746545645822,-0.0152743309064762,-0.0408489854710584,-0.109203822083849
NC_035781.1_3667508,0.0670250896057348,0.462765961945505,0.0900325475175775,0.595654261296206,0.112372517444981,0.716277320537881,0.0360320146204683,0.265733289221998,B10,1,0.076340502824513,0.0309930749852665,0.0540005328971092,0.0360320146204683,-0.00865310505786276,-0.044685119678331,-0.0764096134818331
NC_035781.1_3668206,-0.0174993523912285,-0.587764916552274,0.0173332223332223,0.376025698427553,0.0789308073790832,1.17064851991905,-0.0355982046122891,-2.18613704370929,B10,1,0.114529011991372,0.0180988522210606,0.0529314269455115,-0.0355982046122891,0.0434987328248003,0.0790969374370894,-0.803749305665514
NC_035781.1_36942663,-0.134030187065659,-0.70644081403154,-0.0742433763351366,-0.36113803446727,-0.125038963313195,-0.649996220707073,-0.0512757861720536,-0.243343286184902,B10,-1,0.0737631771411414,0.082754400893605,0.022967590163083,0.0512757861720536,-0.0319588139155466,-0.0832346000876003,-0.174239341606835
NC_035781.1_36943105,-0.0100521626736979,-0.0596695995665444,-0.0223915531146992,-0.135871617654832,-0.12566682145734,-0.998981531374426,-0.040905182325243,-0.257291053316973,B10,-1,0.0847616391320965,-0.0308530196515451,-0.0185136292105439,0.040905182325243,0.134128287994185,0.0932231056689424,1.06073136747002
NC_035781.1_36943147,0.0071014413501846,0.0984196283338439,0.0430796801764544,0.502594128310376,0.0784917719338261,0.806271254334165,0.0272053300508585,0.340101299815178,B10,1,0.0512864418829676,-0.0201038887006739,0.0158743501255959,0.0272053300508585,0.0555159804580456,0.0283106504071871,0.545358797505123
NC_035781.1_36943156,-0.0181147967189157,-0.100343318067496,0.00891438101435049,0.0475382538197839,-0.114645865326446,-0.770282652343981,-0.0245520640257482,-0.137345630303967,B10,-1,0.0900938013006979,-0.00643726730683253,-0.0334664450400987,0.0245520640257482,0.129997513647629,0.105445449621881,0.854823218400236
NC_035781.1_37049220,0.0383281754350937,1.07348667253082,0.115244708994709,1.98861762185682,0.151745195223456,2.26891369633401,0.00322622273841786,0.145182009844498,B10,1,0.148518972485038,0.0351019526966758,0.112018486256291,0.00322622273841786,0.00139853353207129,-0.00182768920634657,-0.648008588209125
NC_035781.1_37439401,-0.0227210292539385,-0.272336522696702,0.0658863037858472,0.568197473790257,0.118421319077415,0.903407791413166,0.0520376175548589,0.466470710803213,B10,1,0.0663837015225564,-0.0747586468087974,0.0138486862309882,0.0520376175548589,0.127293662100366,0.0752560445455067,1.07401755112282
NC_035781.1_37458446,0.00810183965369571,0.113309988802883,0.0919842150696757,0.915933929124497,0.115215229017439,1.07550893435611,0.0266049509234588,0.337964264664892,B10,1,0.0886102780939806,-0.0185031112697631,0.0653792641462169,0.0266049509234588,0.0417341252175268,0.015129174294068,0.384229281093624
NC_035781.1_38137074,0.0364979100066979,0.740523018467825,0.0652499295514044,1.10657241622775,0.0758095228965101,1.21772022504578,0.00537898244970342,0.145338106331267,B10,1,0.0704305404468067,0.0311189275569945,0.059870947101701,0.00537898244970342,-0.0205593342118888,-0.0259383166615922,-0.484037103318521
NC_035781.1_38311231,-0.00266129669114743,-0.057772640391232,0.0128052151168278,0.242601293186884,0.076711189437273,1.0170824926692,-0.00715865118850193,-0.162860323526695,B10,1,0.0838698406257749,0.0044973544973545,0.0199638663053297,-0.00715865118850193,0.0594086198230907,0.0665672710115926,0.669393516346854
NC_035781.1_38386990,0.120164376686116,0.885541692058232,0.0654306977550259,0.544701855140553,0.177605151986964,1.1862453266328,0.0644516594516595,0.537904235644442,B10,1,0.113153492535304,0.0557127172344564,0.000979038303366403,0.0644516594516595,0.0564617369974816,-0.0079899224541779,0.293906015078458
NC_035781.1_38702449,0.0627084444935082,2.21929414683485,0.0468556193125833,1.94945281826202,0.113074746755302,2.81152180688507,0.0144968200523756,1.03044963723715,B10,1,0.0985779267029267,0.0482116244411326,0.0323587992602077,0.0144968200523756,0.0180075030015864,0.00351068294921075,-0.326775520974656
NC_035781.1_38702474,0.14993134846076,0.812331032065061,0.0938324364019304,0.544557481154965,0.108745059288538,0.618652520767676,-0.0125860808484922,-0.0885157169246233,B10,1,0.12133114013703,0.162517429309252,0.106418517250423,-0.0125860808484922,-0.147604806422645,-0.135018725574153,-0.826751709376973
NC_035781.1_39538331,0.0428240740740741,2.57465059322483,0.119926433282598,3.63621750177493,0.116100632518543,3.60042703218017,0.00740740740740741,1.1060750098697,B10,1,0.108693225111136,0.0354166666666667,0.11251902587519,0.00740740740740741,-0.0392424674307214,-0.0466498748381288,-1.50436605294989
NC_035781.1_39612508,0.00760110889659867,1.13838441432553,0.0983501459285936,3.44128268631189,0.159330871423263,3.98036046152215,0.00679347826086957,1.06289420606603,B10,1,0.152537393162393,0.000807630635729108,0.091556667667724,0.00679347826086957,0.06017309485894,0.0533796165980705,0.463587566950754
NC_035781.1_40218835,-0.032934699766243,-0.823612178037551,-0.00211096178785305,-0.0378521733242105,-0.0523126990721507,-2.0708034228942,-0.0307917782963155,-0.746132076740271,B10,-1,0.0215209207758352,0.00214292146992751,-0.0286808165084625,0.0307917782963155,0.0480588158143701,0.0172670375180546,1.95547114827271
NC_035781.1_40218836,-0.0387452457869922,-0.923100558540268,-0.00751442044545493,-0.128709790164816,-0.0579618727221755,-2.15569007833267,-0.0365389047330971,-0.843238843513514,B10,-1,0.0214229679890784,0.00220634105389503,-0.0290244842876422,0.0365389047330971,0.0482411112228255,0.0117022064897284,1.9471185731411
NC_035781.1_40252169,0.00516616988619737,0.278645344855957,0.0514786967722254,1.47272451445001,0.0674040900675305,1.70062808707237,0.00648585646211853,0.339303055356651,B10,1,0.060918233605412,-0.00131968657592116,0.0449928403101068,0.00648585646211853,0.0172450798712263,0.0107592234091078,0.288561283123051
NC_035781.1_40474678,-0.0155336436222698,-0.385050347075106,-0.00634673666962122,-0.141368077117615,-0.0411747251040522,-1.7440657591933,-0.00222906241901242,-0.0476168302541602,B10,-1,0.0389456626850398,0.0133045812032574,0.0041176742506088,0.00222906241901242,0.0215234072311736,0.0192943448121612,1.26526416525474
NC_035781.1_40706660,0.015318648872798,0.629879374476822,0.063154619133164,1.5697703189609,0.0999771908407506,1.98456837228366,0.0256011330509128,0.909098883993567,B10,1,0.0743760577898378,-0.0102824841781148,0.0375534860822511,0.0256011330509128,0.0471050558857014,0.0215039228347886,0.694017562839499
NC_035781.1_40706661,0.0179099607100916,0.866987284133396,0.0683949597966634,1.88078400703499,0.101969447066112,2.2619573831432,0.031398014878314,1.23923347768554,B10,1,0.0705714321877985,-0.0134880541682224,0.0369969449183494,0.031398014878314,0.0470625414376715,0.0156645265593575,0.753419569660343
NC_035781.1_41536574,-0.0884794455462651,-0.505117899155967,-0.143363506508097,-0.921292018939029,-0.181202735766762,-1.30620012992121,-0.0126197575034784,-0.0644001266401252,B10,-1,0.168582978263284,0.0758596880427866,0.130743749004619,0.0126197575034784,-0.0380204587841215,-0.0506402162875999,-0.0558096615336651
NC_035781.1_41536634,-0.114704371354276,-0.56659776127816,-0.122086721532423,-0.608837317682804,-0.171119446963064,-0.919462031407463,-0.0365239376094108,-0.166388478576441,B10,-1,0.134595509353653,0.0781804337448657,0.0855627839230121,0.0365239376094108,-0.0291477083142245,-0.0656716459236353,-0.0895845689770608
NC_035781.1_42195939,-0.0600811777708461,-0.334030569464109,-0.0845823324182109,-0.490688366762773,-0.150881261595547,-1.02136035440305,-0.0656565656565657,-0.368392231364681,B10,-1,0.0852246959389817,-0.00557538788571957,0.0189257667616453,0.0656565656565657,0.071874317063056,0.00621775140649031,0.565033649540844
NC_035781.1_42214813,0.0811132861262381,0.327320317438401,0.17333982469452,0.700530386403262,-0.235501460685284,-0.965802292671206,0.107586367880486,0.433314379900098,B10,-1,0.34308782856577,0.0264730817542475,-0.0657534568140347,-0.107586367880486,0.382368203625557,0.489954571506042,1.56033861661277
NC_035781.1_42214854,0.0890066419227902,0.35811057406511,0.141815749055604,0.57111856578221,-0.207163421865836,-0.84432987111053,0.101641933892022,0.408759826041698,B10,-1,0.308805355757858,0.0126352919692319,-0.0401738151635823,-0.101641933892022,0.336343878952209,0.437985812844231,1.36479918491615
NC_035781.1_42214863,0.0820949215222842,0.33422758072449,0.112945475563979,0.457681249367994,0.158970213996909,0.642741797920216,0.121862574026598,0.49338230081777,B10,1,0.0371076399703113,-0.0397676525043135,-0.00891709846261857,0.121862574026598,0.0857923909372433,-0.0360701830893543,0.344215268645502
NC_035781.1_42388762,0.00749063670411985,2.02017213322228,0.0661058359709034,4.25864869457342,0.0905339328067478,4.59962181925588,0.00793650793650794,2.07844104134625,B10,1,0.0825974248702399,-0.000445871232388086,0.0581693280343955,0.00793650793650794,0.0248739680682324,0.0169374601317245,0.39924203280643
NC_035781.1_42388771,-0.00630574256871369,-0.136640832438513,0.0618030689036785,0.853535627410595,0.0917547540372727,1.12205641381495,-0.0163877860801458,-0.398165753954772,B10,1,0.108142540117418,0.0100820435114321,0.0781908549838243,-0.0163877860801458,0.019869641622162,0.0362574277023078,0.00699586488809412
NC_035781.1_42388782,-0.00522113022113022,-0.871673666385348,0.0596100116574255,2.09238172252984,0.070990990990991,2.25813333042321,-0.00168300168300168,-0.208491274527339,B10,1,0.0726739926739927,-0.00353812853812854,0.0612930133404271,-0.00168300168300168,0.0149191078716941,0.0166021095546957,0.828933999751385
NC_035781.1_42388837,0.131270880598872,0.565253313275626,0.0281664919636618,0.129024265368703,0.155238871005219,0.662057950707564,0.0979205804677503,0.428534786388572,B10,1,0.0573182905374686,0.033350300131122,-0.0697540885040885,0.0979205804677503,0.0937220789104352,-0.00419850155731516,0.396315158451808
NC_035781.1_42388844,0.0819439141741743,0.336819665363,-0.00529284078857378,-0.0225047576002093,0.125183563253157,0.510052824806618,0.0375653490407589,0.156646588994937,B10,1,0.0876182142123984,0.0443785651334154,-0.0428581898293327,0.0375653490407589,0.0860978389083157,0.0485324898675568,0.352384506038764
NC_035781.1_42504153,0.0302932351022601,0.448121475694429,0.161470627663517,1.50863572901595,0.121794145447761,1.26042043148309,0.0198364837142678,0.311894538277308,B10,1,0.101957661733493,0.0104567513879922,0.141634143949249,0.0198364837142678,-0.0501332336037488,-0.0699697173180167,-0.384442234949979
NC_035781.1_42504263,0.0214918639581308,0.80436539170295,0.0482117894590341,1.34816350459821,0.0824587706146927,1.80182577939486,0.015079792405139,0.621106234348411,B10,1,0.0673789782095536,0.0064120715529918,0.0331319970538951,0.015079792405139,0.0278349096026668,0.0127551171975277,0.270403117442111
NC_035781.1_42504632,0.0287380121794081,0.116613970127046,-0.212664946085445,-0.867900480169461,0.127031783437566,0.511094282331757,-0.0225717808854475,-0.0929748541162468,B10,1,0.149603564323014,0.0513097930648556,-0.190093165199997,-0.0225717808854475,0.288386936458155,0.310958717343603,1.16940593825792
NC_035781.1_42546576,0.101062194269741,4.7212770403552,0.0863837312113174,4.54814349447698,0.172083648274124,5.33582333962213,0.0317460317460317,3.48902809503519,B10,1,0.140337616528093,0.0693161625237097,0.0546376994652857,0.0317460317460317,0.0163837545390973,-0.0153622772069344,-0.444569100174862
NC_035781.1_42547252,-0.00564526297619811,-0.0281005974903327,-0.0567185878773829,-0.301192194557175,-0.0726519739803413,-0.39514121550767,-0.0485632808835181,-0.254940724685728,B10,-1,0.0240886930968232,-0.04291801790732,0.00815530699386483,0.0485632808835181,0.0588514040102784,0.0102881231267603,0.320789148145892
NC_035781.1_42547603,0.015877744048121,1.58690664589713,-0.0123971193415638,-2.52893823881305,0.0287778044160605,2.0970310839039,-0.00693263846724685,-0.826190147241294,B10,1,0.0357104428833073,0.0228103825153678,-0.00546448087431694,-0.00693263846724685,0.0183645412422565,0.0252971797095033,2.21287252957853
NC_035781.1_42700387,0.0143578643578644,0.992288526796315,0.0605961770345332,2.14237219382397,0.0891293083342356,2.51851942577695,0.0299874443066931,1.52666066820577,B10,1,0.0591418640275424,-0.0156295799488288,0.0306087327278401,0.0299874443066931,0.0441627112485311,0.014175266941838,0.910519373362433
NC_035781.1_42803836,-0.0999333999334,-0.490608273249397,-0.0344463778441911,-0.15809264465121,-0.13740757727882,-0.70956240962732,-0.0399801587301588,-0.184382228932188,B10,-1,0.0974274185486614,0.0599532412032412,-0.00553378088596762,0.0399801587301588,0.0430079582313878,0.00302779950122908,0.245243720658901
NC_035781.1_4444153,-0.0411264923460045,-0.537815394763011,-0.0971440483635605,-2.61805918277549,-0.105691056910569,-4.77122377031768,-0.105691056910569,-4.77122377031768,B10,1,0,0.0645645645645646,0.00854700854700855,-0.105691056910569,-0.0731115731115731,0.032579483798996,-6.38657296309685
NC_035781.1_44773747,0.0560225238420727,1.09982998969075,0.0350212269620693,0.799481620857796,0.113886934083978,1.67685137565727,0.0174269707883153,0.468758432751733,B10,1,0.0964599632956631,0.0385955530537574,0.017594256173754,0.0174269707883153,0.0402701540681517,0.0228431832798364,0.246298197860463
NC_035781.1_45043534,0.0137938218380955,0.630633420549584,0.0702502598557013,1.74958349100693,0.0615271162696546,1.63369095322198,0.0240820300019921,0.936370156078303,B10,1,0.0374450862676625,-0.0102882081638966,0.0461682298537092,0.0240820300019921,0.00156506457784994,-0.0225169654241422,0.189844197743775
NC_035781.1_45753246,0.151155729634305,0.845640597073539,0.115988779803647,0.678110290650284,0.140543782487005,0.796244652663414,0.00713365539452496,0.050508493167631,B10,1,0.13341012709248,0.14402207423978,0.108855124409122,0.00713365539452496,-0.119467071556421,-0.126600726950946,-0.676997741892779
NC_035781.1_46070547,0.0126420347258099,0.362111202174388,-0.00694496135672606,-0.267759502975887,-0.00949071658026882,-0.38593012756108,-0.0270026814144461,-2.25347354042397,B10,1,0.0175119648341773,0.039644716140256,0.0200577200577201,-0.0270026814144461,-0.0421904713637988,-0.0151877899493527,-2.73375536718355
NC_035781.1_46289986,0.0326591410024353,1.03250655669087,0.069910888331941,1.61516341701595,0.0764815361406271,1.6936632276645,0.0142953665200969,0.574585487918154,B10,1,0.0621861696205302,0.0183637744823384,0.0556155218118441,0.0142953665200969,-0.0117931266736523,-0.0260884931937492,-0.379421258124162
NC_035781.1_46291213,-0.0433492133420013,-0.256109538204023,0.028172357891147,0.149416533692705,0.104179005140404,0.509725913491034,-0.0574264225407102,-0.34838273310728,B10,1,0.161605427681114,0.0140772091987089,0.0855987804318571,-0.0574264225407102,0.0619294380505482,0.119355860591258,0.268036184895071
NC_035781.1_48164715,-0.00775169754163405,-0.0422017248301414,-0.0197463768115942,-0.10940600176584,-0.159738274322754,-1.23735661460406,0.0255009143511075,0.132913809823898,B10,-1,0.185239188673862,0.0332526118927416,0.0452472911627018,-0.0255009143511075,0.106739285618418,0.132240199969526,0.952835078184181
NC_035781.1_48393303,0.0357586920662517,0.91802783135556,0.0268109893532026,0.750129770223617,0.11749998712024,1.85856634893547,0.0187337401397076,0.57328263386178,B10,1,0.0987662469805327,0.0170249519265441,0.008077249213495,0.0187337401397076,0.0736640458404936,0.054930305700786,0.763691381218073
NC_035781.1_48602654,0.00202132438684025,0.0609654609344577,0.0288457151924469,0.653754885070645,0.0515999889352435,0.990165400282462,-0.0103314488415918,-0.381612746202781,B10,1,0.0619314377768354,0.0123527732284321,0.0391771640340388,-0.0103314488415918,0.0104015005143645,0.0207329493559564,-0.106167691925421
NC_035781.1_48602804,0.0133677084625004,1.09366098253459,0.0462009060103209,2.09174091467799,0.0452696686637547,2.07305611106281,0.0138556262734703,1.11797908577601,B10,1,0.0314140423902843,-0.000487917810969962,0.0323452797368505,0.0138556262734703,-0.000443319535596221,-0.0142989458090666,0.00563329962623982
NC_035781.1_4872678,0.107138498728424,0.592360351837011,0.106016787012463,0.586963220335673,0.101647655036542,0.565825364383489,0.0965908819045395,0.541123513504614,B10,1,0.00505677313200215,0.0105476168238847,0.00942590510792324,0.0965908819045395,-0.0149167487998058,-0.111507630704345,-0.0723746942845801
NC_035781.1_48984125,0.0159851004990233,0.647250906855549,0.0415542572937471,1.23275955715631,0.0880953880387094,1.85963922711912,0.0301273605621432,1.00836541082033,B10,1,0.0579680274765663,-0.0141422600631199,0.0114268967316039,0.0301273605621432,0.0606833908080822,0.030556030245939,0.987994173927588
NC_035781.1_49141493,0.088379521712855,0.519017067939153,0.0639904788729283,0.389874703233505,0.287659200702679,1.39586883258181,0.0342735531414777,0.219741592542556,B10,1,0.253385647561201,0.0541059685713774,0.0297169257314506,0.0342735531414777,0.169562753258373,0.135289200116896,0.706718653951705
NC_035781.1_50297999,0.0247848216485246,0.111377464557336,0.135890482464944,0.57570401550169,0.124394924147352,0.529296236225408,0.00953681386124028,0.043346625349718,B10,1,0.114858110286112,0.0152480077872844,0.126353668603704,0.00953681386124028,-0.0267435661048765,-0.0362803799661168,-0.1144386184839
NC_035781.1_50345725,-0.0408664331039917,-0.432720522855114,-0.0540014730399278,-0.61171122832753,-0.0700492534053898,-0.875757522938079,-0.0322229328785133,-0.327963388366762,B10,-1,0.0378263205268765,0.00864350022547836,0.0217785401614145,0.0322229328785133,0.00740428013998366,-0.0248186527385297,0.159289160122197
NC_035781.1_50345817,0.0139178803046052,0.353573417740052,0.0329801259293509,0.705873145491139,0.0636774145394835,1.11436814590813,0.0335727969348659,0.715255671314149,B10,1,0.0301046176046176,-0.0196549166302607,-0.00059267100551505,0.0335727969348659,0.0503522052403933,0.0167794083055274,0.770177253991092
NC_035781.1_50346013,-0.0183935205499488,-0.0805175140338104,-0.0402361419082852,-0.178857593170823,-0.187018982510496,-0.982739487450802,-0.0441778900112234,-0.19696364688821,B10,-1,0.142841092499273,-0.0257843694612745,-0.00394174810293813,0.0441778900112234,0.172567210063485,0.128389320052262,0.920328027134378
